PractitionerID,FirstName,LastName,Specialty,Phone
PR00968,Amber,Frazier,Cardiology,001-821-909-4122x0837
PR00969,Katherine,Jenkins,Cardiology,656.355.8475x749
PR00970,Connie,Wagner,Oncology,824.776.4296x69070
PR00971,Michael,Wright,Emergency,756-774-4744
PR00972,Jennifer,Parks,Cardiology,(087)204-9001x608
PR00973,Oscar,Curry,Oncology,+1-453-862-7596x56749
PR00974,Alex,Knight,General,779-859-3232
PR00975,Melissa,Kim,Emergency,021-190-6659
PR00976,Benjamin,Green,Cardiology,+1-028-366-6661x6115
PR00977,Bobby,Hooper,General,594.702.6428x91814
PR00978,William,Huber,Pediatrics,+1-236-408-0279
PR00979,Phillip,Moore,Oncology,(421)978-5792
PR00980,Erik,Barrera,General,+1-006-714-8602x161
PR00981,Andrew,Jones,Oncology,480-945-6013x68864
PR00982,William,Ellis,Pediatrics,305-348-7394
PR00983,Michelle,Ellis,Pediatrics,+1-975-595-1097
PR00984,Aaron,Navarro,Oncology,615.334.7905x8888
PR00985,Mark,Gibson,General,(580)044-0325x997
PR00986,Christopher,Franklin,General,077.102.5128
PR00987,Priscilla,Mccarty,General,829.608.0027x9359
PR00988,Corey,Rodriguez,Emergency,3007950179
PR00989,Julie,Davenport,Emergency,111.325.6420
PR00990,Cameron,Johnson,Emergency,136.644.9676x0585
PR00991,Rodney,Mitchell,Cardiology,(186)998-9485x067
PR00992,Shelley,Lewis,Oncology,8827716928
PR00993,William,Cervantes,Oncology,428.730.0765x6462
PR00994,Tasha,Holland,Pediatrics,1658421727
PR00995,Juan,Hill,Emergency,601.873.3970x264
PR00996,Stacey,Hendrix,General,001-773-449-7325x8938
PR00997,Joseph,Hardy,Pediatrics,408-349-5949
PR00998,Paul,Clark,Emergency,991.794.6214
PR00999,Mark,Alexander,Emergency,149.119.7218x170
PR01000,Steven,Rodriguez,General,(382)411-4942x2888
